,name_exp,feat_imp,shap_rank,mean_unpriv,mean_priv,dataset,acc_test,1_disp_impact_bin,mean_difference,1_disp_impact_clf,avg_odds,equal_opport,false_discovery_rate,cons_comp
0,rf_transf,0.028146297979386333,4,-0.004734543255252883,0.00849670946874192,adult,0.6306695464362851,0.1737967914438503,-0.10517799352750812,0.1737967914438503,-0.08359409962380399,-0.03848987424185313,0.048592031478865316,0.1854631659826465
1,rf_orig,0.02626373752974751,4,-0.002690681989852079,0.010606136426379345,adult,0.6193304535637149,0.1625793766772059,-0.0962848735661122,0.1625793766772059,-0.07633879659207415,-0.036253983483534924,0.055609128897460613,0.19383483432203083
2,lr_transf,0.11531871345698033,4,0.0879280499617613,-0.1699185565152553,adult,0.6565874730021598,-0.0003299971595180917,0.00020718268267483353,-0.0003299971595180917,0.032951593156149955,0.04205787616077861,0.10100432324575986,0.14087442407607087
3,lr_orig,0.03913117228110876,11,-0.030054174907117592,0.057255791633058835,adult,0.6657667386609071,0.218032926725241,-0.16087866437978948,0.218032926725241,-0.1317537994216597,-0.09777524586231712,0.056130494776266526,0.13613278463648845
